Ticker,Industry,Website,Dividend Yield %,ROE %,Profit Margin %,Debt/Equity %,Revenue Growth %,Summary
APN,Drug Manufacturers - Specialty & Generic,https://www.aspenpharma.com,1.46,-1.07,7.59,19.37,-16.9,"Aspen Pharmacare Holdings Limited, together with its subsidiaries, operates as a specialty and branded pharmaceutical company in Africa, the Middle East, Europe, CIS, Australasia, Asia, and the Americas. It operates through Commercial Pharmaceuticals and Manufacturing segments. The company offers sterile products in injectable form primarily administered in hospitals and prescribed and administered by physicians or in a retail pharmacy environment for therapeutic areas, such as anesthetics, anticoagulants, antithrombotic agents, analgesics, and hormone replacement medicines under the Arixtra, Diprivan, Fraxiparine, Sandostatin, Sustanon, and Xylocaine brands. It also provides over-the-counter topical products through retail pharmacy and fast-moving consumer goods sectors under the EMLA, Maltofer, Ovestin, Solpadeine, and Xylocaine brands; and prescription products for therapeutic areas, including anti-inflammatories, immunosuppressants, hypothyroidism, anti-gout, analgesics, and corticosteroids under the Eltroxin, Imuran, Lipitor, Lyrica, and Meticorten brands. In addition, the company manufactures active pharmaceutical ingredients; finished dose form products manufactured for third parties; and heparin-based API to third parties. Further, it exports its products. Aspen Pharmacare Holdings Limited was founded in 1850 and is headquartered in Durban, South Africa."
PPH,Department Stores,https://pepkor.co.za,2.92,9.58,5.84,52.7,13.2,"Pepkor Holdings Limited, together with its subsidiaries, operates as a retailer in Angola, Botswana, Brazil, Eswatini, Lesotho, Malawi, Mozambique, Namibia, South Africa, and Zambia. The company offers discount, value, and specialized goods, as well as retail clothing, general merchandise, footwear, household goods, furniture, appliances, consumer electronics, and cellular products and services. It also provides financial and fintech services, including credit, lending, insurance, and connectivity options. The company was formerly known as Steinhoff Africa Retail Limited and changed its name to Pepkor Holdings Limited in August 2018. Pepkor Holdings Limited was founded in 1901 and is based in Cape Town, South Africa."
PAN,Gold,https://www.panafricanresources.com,2.8,45.1,30.89,5.85,90.9,"Pan African Resources PLC engages in the mining, extraction, production, and sale of gold in South Africa. The company also explores for copper and cobalt deposits. Its flagship project is the Elikhulu operation retreatment plant, located in Mpumalanga, South Africa. Pan African Resources PLC is headquartered in Johannesburg, South Africa."
OMU,Financial Conglomerates,https://www.oldmutual.com,6.97,14.1,7.16,29.28,-6.5,"Old Mutual Limited, together with its subsidiaries, provides financial solutions to retail and corporate customers in South Africa and rest of Africa. It operates through Old Mutual Life and Savings, Old Mutual Investments, Old Mutual Banking, Old Mutual Insure, Old Mutual Africa Regions, and Other Group Activities segments. The company offers risk, savings, investment, lending, and income products; simple financial solutions for low- to lower-middle income customers; financial advice and tailored investment for middle-income and high-net-worth individuals; and employee benefits and business solutions for SMEs. It is also involved in listed asset management, Old Mutual alternative investment, and specialized finance businesses; and provision of banking and lending services, including micro lending. In addition, the company provides banking services to customers in the low-income and lower-middle income markets; non-life insurance products through multiple channels; and life and savings, as well as property and casualty, including health insurance products. Further, it offers personal loans and debt consolidation loans; and Money Account, a low-cost transactional account and unit trust savings account. Old Mutual Limited was founded in 1845 and is based in Cape Town, South Africa."
GRT,REIT - Diversified,https://www.growthpoint.co.za,8.39,9.97,58.68,70.64,-7.8,"Growthpoint Properties Limited is an international property company that provides space to thrive incorporating innovative and sustainable property solutions. Growthpoint is the largest South African (SA) primary JSE-listed REIT with a quality portfolio of 492 properties across three major business units: Directly held  SA portfolio, Offshore investments, Third-party fund management business  Growthpoint Investment Partners (GIP). Growthpoint Properties Limited was incorporated on 12th October 1987 in South Africa."
QLT,Asset Management,https://plc.quilter.com,3.57,8.56,0.88,19.46,160.8,"Quilter plc provides advice-led investment solutions in the United Kingdom and internationally. It operates through High Net Worth and Affluent segments. The High Net Worth segment provides discretionary investment management services to high-net worth clients, charities, companies, and institutions through a network of branches; and financial advice services for protection, mortgages, savings, investment, and pensions primarily to high-net-worth clients. Its Affluent segment comprises Quilter Investment Platform, an investment platform for advice-based wealth management products and services; Quilter Investor, which offers investment solutions in the form of funds for the group and third-party clients; and Quilter Financial planning, a restricted and independent financial adviser network that provides mortgage and financial planning advice, and solution for individuals and business through a network of intermediaries. The company was incorporated in 2007 and is based in London, the United Kingdom."
PHP,REIT - Healthcare Facilities,https://www.phpgroup.co.uk,7.97,8.05,43.32,131.37,118.9,"Primary Health Properties PLC (PHP) is a UK Real Estate Investment Trust and leading investor in modern primary healthcare premises. We invest in flexible, modern properties for local primary healthcare. The overall objective of the group is to create progressive returns to shareholders through a combination of earnings growth and capital appreciation. To achieve this, PHP invests in healthcare real estate let on long-term leases, backed by secure underlying covenants where the majority of rental income is funded directly or indirectly by a government body. Primary Health Properties Plc was incorporated in 1994 in United Kingdom."
MTM,Insurance - Diversified,https://www.momentumgroupltd.co.za,6.16,20.06,10.38,33.05,6.3,"Momentum Group Limited, together with its subsidiaries, provides insurance and financial services in South Africa and internationally. It operates through Momentum Retail, Momentum Investments, Metropolitan Life, Momentum Corporate, Momentum Health, Guardrisk, Momentum Insure, Momentum Africa, India, and Shareholders segments. The company offers long and short-term insurance; employee benefits; asset management, property management, investments, and savings; health administration services, such as managed care and wellness services. It also provides insurance products, such as life, non-life, health, and annuities and structured products. The company operates under the Metropolitan, Momentum, Guardrisk, Eris, and other brands. The company was formerly known as Momentum Metropolitan Holdings Limited. Momentum Group Limited is headquartered in Centurion, South Africa."
CLS,Pharmaceutical Retailers,https://www.clicksgroup.co.za,4.27,53.34,6.72,72.38,7.4,"Clicks Group Limited, together with its subsidiaries, operates as a health, wellness, and beauty retailer in South Africa and internationally. The company operates through two segments, Retail and Distribution. It provides retail, including Clicks, a specialist health, beauty and homeware retailer; Sorbet, a franchise of hair and beauty salons; 180 Degrees Marketing, a software development company; and The Body shop, which specializes in naturally inspired luxury toiletries, cosmetics, gifting and grooming, with stores. The company also offers various ranges of mother-and-baby products, including baby hardware, accessories, health, food, diaper and wipes, and baby toiletries under the Clicks Baby brand; and diabetic clinic, travel clinic, and wound management practice under the M-KEM brand. In addition, the company is involved in the wholesale and supply of pharmaceutical products to retail pharmacies, private hospitals, dispensing doctors, and retail health stores under the UPD brand. The company was formerly known as New Clicks Holdings Limited and changed its name to Clicks Group Limited in June 2009. Clicks Group Limited was founded in 1968 and is headquartered in Cape Town, South Africa."
SNT,Insurance - Specialty,https://www.santam.co.za,4.31,32.97,6.63,57.28,8.9,"Santam Ltd, together with its subsidiaries, provides various general insurance products and services to individuals, commercial, and corporate markets in South Africa, rest of Africa, and internationally. It offers personal insurance, such as car insurance, home, contents insurance, building insurance, all risk insurance, watercraft insurance, drone insurance, travel insurance, and personal legal insurance; business insurance, including motor insurance, property insurance, small, business insurance, liability insurance, business legal insurance, and industry specific products. The company also provides insurance for specialized risks comprising accident and health, aviation, business travel insurance, casualty, cell captive, commercial drone, construction and engineering, corporate property, crop insurance, emerging business, family protect, heavy haulage, legal insurance, marine, motor fleets, private client, and structured insurance. In addition, it offers insurance for agriculture consisting of asset insurance, crop insurance, and agriculture legal insurance; guest house insurance; and tourism, leisure and entertainment, and reinsurance insurance. The company was incorporated in 1918 and is headquartered in Bellville, South Africa. Santam Ltd operates as a subsidiary of Sanlam Life Insurance Limited."
HMN,REIT - Retail,https://www.hammerson.com,5.38,10.56,67.48,86.37,39.9,"Hammerson Plc is the largest UK-listed, pure-play owner and manager of prime retail and leisure anchored city destinations across the UK, France and Ireland. We own, manage and invest in landmark city destinations integrating retail, leisure and community hubs to meet evolving customer and occupier needs while delivering sustainable long-term growth for our stakeholders. Our 10 city locations rank in the top 20 of all retail venues across our geographies and in the top 1% where retail spend is concentrated. Our catchment reach of 40 million people attracts 170 million visitors per annum, generating 3 billion Pounds of sales for our brand partners. Hammerson Plc was incorporated in 1942 in United Kingdom."
RDF,REIT - Diversified,https://www.redefine.co.za,7.22,11.39,55.64,75.2,3.7,"Redefine Properties Limited (Redefine or the group) is a Real Estate Investment Trust (REIT). It has a sectoral and geographically diversified property asset platform valued at R101.2 billion (FY25 R103.2 billion). Redefine's portfolio is predominantly anchored in South Africa through directly held and managed retail, office and industrial properties, complemented by a strong presence in retail, logistics and self-storage property assets in Poland. Redefine's purpose is to create and manage spaces that transform lives. This goal demands more than a business-as-usual approach. It requires an integrated strategy that prioritizes people and purpose, guiding our decisions to ensure sustainable value creation for all stakeholders. By focusing on what matters most and executing on our strategic priorities, we aim to make a meaningful and lasting impact. Redefine is listed on the Johannesburg Stock Exchange (JSE) with a market capitalization of R49.9 billion (FY25 R36.0 billion). By volume, Redefine's shares are among the most actively traded in the SA REIT sector, making it a highly liquid, single-entry point for investors to gain exposure to the South African and Polish real estate markets. Redefine's local property asset platform is valued at R67.8 billion (FY25 R66.8 billion). The offshore real estate investments are valued at R33.4 billion (FY25 R36.4 billion), representing 32.9% (FY25 35.3%) of the group's total property asset platform, which provides geographic diversification through assets in Poland. The 2.0% decrease in the value of the property asset platform during the period was mainly attributable to foreign currency translation losses arising from rand appreciation as well as the part-settlement of the ELI loan receivable and the disposal of non-core assets. The decrease was partially offset by fair value gains on investment properties and continued capital and development expenditure across the portfolio. Redefine Properties Limited was incorporated in 1999 in South Africa."
EXX,Thermal Coal,https://www.exxaro.com,9.59,12.36,15.44,19.11,7.5,"Exxaro Resources Limited engages in coal, pigment manufacturing, and renewable energy businesses in South Africa, Europe, Asia, and internationally. The company mines and supplies thermal coal, metallurgical coal, and semi-soft coking coal products primarily in the Waterberg and Mpumalanga regions; manufactures ferrosilicon powder; and provides iron ore. Its energy solutions business consists of 229 megawatts of wind power generation assets. The company was formerly known as Kumba Resources Limited and changed its name to Exxaro Resources Limited in November 2006. Exxaro Resources Limited was incorporated in 2000 and is based in Centurion, South Africa."
MRP,Apparel Retail,https://www.mrpricegroup.com,7.33,25.88,8.8,102.25,3.3,"Mr Price Group Limited, together with its subsidiaries, provides fashion-value merchandise in South Africa and internationally. It operates through five segments: Apparel, Homeware, Financial Services, Telecoms, and Central Services. The company offers clothing, sportswear, accessories, babywear, football supporters' gear, casual wear, schoolwear, underwear, footwear, sporting equipment, and cosmetics; home textiles, décor products, accessories, kitchen and dining products, furniture, and kids merchandise; and mobile devices and accessories, as well as value added services, such as airtime, data, electricity, and DStv and bus ticketing. It also provides fitness, outdoor and team sports performance, lifestyle products and equipment; and payment solutions, credit services, insurance products, and telecoms products. In addition, the company offers a private-label assortment of products, such as various homeware in home textiles; kitchenware and small appliances, table and barware products, bed and bath products, and outdoor and specialist food and drink products. It serves its customers through omnichannel retail distribution, as well as through its online channels. The company was founded in 1885 and is headquartered in Durban, South Africa."
NY1,Asset Management,https://ninetyone.com,7.35,28.53,23.61,14.85,13.5,"Ninety One Group operates as an independent global asset manager worldwide. It serves private and public sector pension funds, sovereign wealth funds, insurers, corporates, foundations, and central banks, as well as large retail financial groups, wealth managers, public and private equity as well as debt, private banks, and intermediaries. It seeks to invest in South African companies struggling with the economic fallout from the spread of coronavirus. Ninety One Group was founded in 1991 and is headquartered in Cape Town, South Africa with additional offices in Africa."
KST,Asset Management,https://www.psg.co.za,2.01,31.74,17.01,6.03,19.1,"PSG Financial Services Limited, together with its subsidiaries, provides various financial services and products in South Africa and Namibia. The company operates through three segments: PSG Wealth, PSG Asset Management, and PSG Insure. The PSG Wealth segment offers portfolio management, stockbroking, local and offshore investments, estate planning, financial planning, local and offshore fiduciary, multi-managed solutions, and retirement products to individuals, families, and businesses. The PSG Asset Management segment provides various investment products, including local and global investment products. The PSG Insure segment offers personal short-term insurance products, including home, car, and household insurance; and commercial insurance products, such as business and agri-insurance. The company was formerly known as PSG Konsult Limited and changed its name to PSG Financial Services Limited in August 2023. PSG Financial Services Limited was incorporated in 1993 and is headquartered in Bellville, South Africa."
TBS,Packaged Foods,https://www.tigerbrands.com,6.18,21.31,9.59,23.0,1.3,"Tiger Brands Limited engages in the manufacture and sale of fast-moving consumer goods in South Africa and internationally. It operates through Milling and Baking; Culinary; Snacks, Treats, and Beverages; and Home and Personal Care segments. The company offers wheat milling and baking; and culinary, Davita, and baby nutrition products. It operates under the Albany, All Gold, Black Cat, Crosse & Blackwell, DOOM, Energade, Fatti's & Moni's, Ingrams, Jungle Oats, KOO, Maynards, Mrs H.S Balls, Oros, PURITY, Tastic, and Benny brands. The company also exports its products to approximately 22 countries. Tiger Brands Limited was founded in 1921 and is based in Midrand, South Africa."
BOX,Department Stores,https://www.boxer.co.za,1.73,59.09,3.33,164.54,5.9,"Boxer Retail Limited engages in the retail of food, health and beauty products, general merchandise, and liquor in South Africa and Eswatini. It is involved in retail operations under the Boxer Superstores, Boxer Build, and Boxer Liquors brands. The company was founded in 1977 and is based in Westville, South Africa. Boxer Retail Limited operates as a subsidiary of Pick n Pay Retailers Proprietary Limited."
DRD,Gold,https://www.drdgold.com,5.72,39.35,38.13,0.09,49.8,"DRDGOLD Limited, a gold mining company, engages in the extraction of gold from the retreatment of surface mine tailings in South Africa. It sells gold and silver bullion. It is involved in provision care and maintenance services; produces renewable power; employee home loans; and operation of training center. The company was formerly known as Durban Roodepoort Deep Limited and changed its name to DRDGOLD Limited in 2004. The company was incorporated in 1895 and is headquartered in Johannesburg, South Africa. DRDGOLD Limited is a subsidiary of Sibanye Gold Limited."
VKE,REIT - Retail,https://www.vukile.co.za,5.97,18.71,93.65,65.36,19.6,"Vukile Property Fund Limited, the leading specialist retail real estate investment trust (REIT). Through its 99.5% held Spanish subsidiary Castellana Properties, has acquired the largest shopping centre in Spain Valencia province, the iconic Bonaire Shopping Centre, from multinational retail REIT Unibail-Rodamco-Westfield. The purchase consideration of EUR 305 million represents an attractive entry yield of approximately 7%. Vukile Property Fund Limited was formed in 2002 and is based in South Africa."
WHL,Department Stores,https://www.woolworthsholdings.co.za,5.36,22.19,2.8,180.75,3.1,"Woolworths Holdings Limited, through its subsidiaries, operates a chain of retail stores in South Africa, Australia, and New Zealand. It operates through seven segments: Woolworths Fashion, Beauty and Home; Woolworths Food; Woolworths Logistics; Country Road Group; Woolworths Financial Services; and Treasury. The company provides food, clothing, homeware, beauty, and other lifestyle products. It offers financial products and services, such as store cards, credit cards, personal loans, and other financial products. In addition, the company is involved in the cash and debt management activities. Woolworths Holdings Limited was incorporated in 1929 and is based in Cape Town, South Africa."
ARI,Other Industrial Metals & Mining,https://arm.co.za,8.6,8.38,26.22,0.25,24.1,"African Rainbow Minerals Limited, through its subsidiaries, operates as a diversified mining and minerals company in South Africa, Malaysia, and Switzerland. It explores for platinum group metals, nickel, coal, iron ore, copper, manganese ore, and chrome, as well as gold deposits. African Rainbow Minerals Limited was incorporated in 1933 and is based in Sandton, South Africa."
FFB,Real Estate Services,https://www.fortressfund.co.za,7.12,15.74,79.58,78.27,-2.6,"Fortress is a real estate investment company with a focus on developing and letting premium-grade logistics real estate in SA and CEE, as well as growing our convenience and commuter-oriented retail portfolio. Fortress also holds, at the date of this report, a 16,2% interest in NEPI Rockcastle, the largest listed property company on the JSE, with a EUR7 billion portfolio across nine CEE countries. This holding reduced from 24,2% at 31 December 2023 to 16,2% at the date of this report."
SRE,Real Estate Services,https://www.sirius-real-estate.com,6.32,12.83,65.19,76.73,15.6,"Sirius Real Estate Limited engages in the investment, development, and operation of commercial and industrial properties in Germany and the United Kingdom. It owns and manages offices; warehouses, storerooms, and self-storage products; production and workshop spaces; and business parks and lettable space. The company serves individuals tenants, corporations, and small and medium-sized enterprises under the Sirius and BizSpace brands. The company was formerly known as Dawnay, Day Sirius Limited and changed its name to Sirius Real Estate Limited in October 2008. Sirius Real Estate Limited was incorporated in 2007 and is based in Saint Peter Port, Guernsey."
PMR,Packaged Foods,https://www.premierfmcg.com,1.85,17.93,7.36,28.41,6.8,"Premier Group Limited operates as a consumer packaged goods company in South Africa and internationally. It operates through Millbake, and Groceries and International segments. The company offers sugar-based confectionery products; meal solutions, including ready meals, pies and pastry-based, dairy, fruit juices; and food products, such as jams, fruits, salads, vegetables, meat, and dry packaged foods; and wheat flour, maize meal, pasta, biscuits, and animal feeds products. It also provides animal feeds, feminine hygiene, skincare, and other personal care products that include intimate care, menstrual, and cotton wool products. In addition, the company engages in food processing; commodity trading; distributes rice; investment and property holding; baking; sales and distribution; and management services; and sale of dry foods. It sells its products under Bakers Pride, BB Bakeries, Big Jack, aah Bisto, Blue Ribbon, Buffalo, Bull, Candy Tops, Celeste, Champion, Cream Biscuits, CIM, Crown Select, Dourado, Dove Cotton, Dr. Whites, Favorita, Fepro, Florbela, Frutus, Pakco Gold Dish, Hazeldene, Hinds Spices, Impala, Invicta, Iwisa No.1, Ligugu, Lil-Lets, Magpie, Mama's, Man's meal, Mandla Mahewu, Manhattan, Mega Star, Mister Bread, Mister Sweet, Nyala, Pakco, Polana, Premier Braaipap, Rascals, Rhodes, Snowflake, Squish, S.U.B., Star Bakeries, Sunblest, Super C, Super Sun, Today, Top Score, and Vulco brands. Premier Group Limited was founded in 1824 and is headquartered in Waterfall, South Africa."
AVI,Packaged Foods,https://www.avi.co.za,9.84,45.73,15.78,32.0,-2.6,"AVI Limited manufactures, processes, markets, and distributes branded consumer products in the food, beverage, footwear, apparel, and cosmetics sectors in South Africa, other African countries, Europe, and internationally. It operates through Entyce Beverages, Snackworks, I&J, Personal Care, and Footwear and Apparel segments. The company provides hot beverages, such as tea, coffee, and creamer; sweet and savoury biscuits; baked and fried potato, and maize snacks; personal care products, including body spray, fragrance, cosmetics, and body lotion products; footwear and apparel; and catches, processes, markets, and distributes seafood. It offers beverages under the Five Roses, Freshpak, TRINCO, Ellis Brown, HOUSE OF COFFEES, Koffiehuis, ciro, LAVAZZA, and frisco brands; biscuits and snacks under the BAKERS, Willards, Baker Street, and PROVITA brands; frozen food under the I&J brand; and personal care products under the YARDLEY, Exclamation, and LENTHÉRIC brand names. The company also provides fashion products under the SPITZ, KURT GEIGER, LACOSTE, CARVELA, TOSONI, GANT, and Green Cross GX&Co brands. AVI Limited was incorporated in 1944 and is based in Johannesburg, South Africa."
ADH,Education & Training Services,https://www.advtech.co.za,2.43,21.56,14.18,30.9,8.0,"ADvTECH Limited engages in the provision of education, training, and staff placement services in South Africa and other African countries. The company operates through Schools, Tertiary, and Resourcing segments. The Schools' division offers pre-primary, primary, and secondary education services through face to face and online learning under the Crawford International, Pinnacle Colleges, Trinityhouse, Abbotts College, Junior Colleges, the Bridge Assisted Learning School, and Evolve Online School brands, as well as Gaborone International School, Flipper International School, and Makini Schools brands. The Tertiary segment provides education services on diploma, degree, and postgraduate levels through face-to-face, online, and distance learning under the Independent Institute of Education (IIE), Vega School, Varsity College, Rosebank College, IIE MSA, IIE School of Hospitality & Service Management, Capsicum Culinary Studio, and the Oxbridge Academy brands. The Resourcing segment offers placement solutions in the areas of information technology (IT), finance, and engineering; and payroll and compliance solutions under the Network Recruitment, Communicate Recruitment, Network Contracting Solutions, the Working Earth, Africa HR Solutions, and the CA Global Africa Recruitment brands. ADvTECH Limited was incorporated in 1990 and is based in Sandton, South Africa."
TKG,Telecom Services,https://www.telkom.co.za,5.13,10.21,7.92,40.5,-0.7,"Telkom SA SOC Ltd operates as an integrated communications and information technology (IT) services provider in South Africa, the United States, the United Kingdom, rest of Europe, and internationally. It operates through Openserve, Telkom Consumer, and BCX segments. The company offers mobile and fixed-line telecommunication services, including broadband, optical and carrier, business-to-business connectivity, interconnect-based services, broadband data, voice, content, and gaming solutions; and small and medium entity information, communication, and technology solutions, as well as business mobility, global telecommunication, CPE-related services, converged communication, managed application-centric data networking, managed local area networking, unified collaboration as a service, and internet and value-added services. It also provides IT, advertising, digital and social media advertising, e-commerce, and omni-channel services; and printed directory and international maritime services. In addition, the company rents network equipment, property, and vehicles; and offers insurance products and services. It serves residential, business, government, wholesale, and corporate customers. Telkom SA SOC Ltd was incorporated in 1991 and is headquartered in Centurion, South Africa."
RES,REIT - Retail,https://www.resilient.co.za,7.07,20.21,,55.02,5.7,Resilient REIT Limited is a retail-focused Real Estate Investment Trust (REIT) listed on the JSE Limited (JSE). Its strategy is to invest in dominant retail centres with a minimum of three anchor tenants and let predominantly to national retailers. A core competency is its strong development skills which support new developments and the reconfiguration of existing shopping centres to adapt to structural changes in the market. Resilient also invests directly and indirectly in offshore property assets. The Company's focus is on regions with strong growth fundamentals. Resilient generally has the dominant offering in its target markets with strong grocery and flagship fashion offerings. Resilient REIT Limited was incorporated in 2002 in South Africa.
HYP,REIT - Retail,https://www.hyprop.co.za,5.71,14.75,72.43,52.77,4.4,"Hyprop Investments Limited is a South African based specialist retail property fund with high-quality portfolios in South Africa and Eastern Europe, and is listed on the Johannesburg Stock Exchange (JSE) and A2X as a Real Estate Investment Trust (REIT) with a market capitalisation at 30 June 2025 of R17.1bn. The Group holds interests in a R42bn portfolio of shopping centres in South Africa (SA) and Eastern Europe (EE). The SA portfolio includes super regional centre Canal Walk, large regional centres Clearwater, The Glen, Woodlands Boulevard, Cape Gate, Somerset Mall, Rosebank Mall and Table Bay Mall, and small regional centre Hyde Park Corner. The Group's EE portfolio comprises The Mall in Sofia, Bulgaria, City Center one East and City Center one West, both in Zagreb, Croatia, and Skopje City Mall in Skopje, North Macedonia. Hyprop Investments Limited was incorporated in 1987 in South Africa."
DCP,Pharmaceutical Retailers,https://dischemgroup.com,1.19,18.96,2.29,116.57,9.9,"Dis-Chem Pharmacies Limited, together with its subsidiaries, engages in the retail and wholesale of healthcare products and pharmaceuticals in South Africa. The company operates through two segments: Retail and Wholesale. It owns and operates a chain of retail stores that offers various products, including dispensaries, personal care and beauty, healthcare and nutrition, baby care, and other products. The company also provides pharmaceutical, health, and front shop products in the wholesale market, health insurance products, occupational health clinics, and a psychological wellbeing platform. In addition, it offers customer loyalty programs. The company was founded in 1978 and is headquartered in Midrand, South Africa."
BYI,Software - Infrastructure,https://www.bytes.co.uk,2.33,57.25,23.25,2.44,0.7,"Bytes Technology Group plc offers software, security, AI, and cloud services in the United Kingdom, Europe, and internationally. It sells servers, laptops, and other devices; various cloud-based and non-cloud-based licenses; and subscriptions and software assurance products. The company also offers externally and internally training and consulting services; cyber security; digital workspace; hybrid infrastructure; public cloud; and software asset management. The company was founded in 1982 and is headquartered in Leatherhead, the United Kingdom"
NTC,Medical Care Facilities,https://www.netcare.co.za,4.96,17.55,6.84,124.95,4.8,"Netcare Limited, an investment holding company, operates private hospitals in South Africa. It operates through Hospital and Emergency Services, and Primary Care segments. The Hospital and Emergency Services segment engages in the hospital and pharmacy operations. Its operations covers its private acute hospital network and day clinics; and non-acute services, including emergency medical services, mental health clinics operation, diagnostics support services, and cancer care services, as well as sells healthcare products. The Primary Care segment offers healthcare services, and employee health and wellness services, as well as administrative services to medical and dental practices. It also engages in the financing, property owning, and pharmaceutical services. It operates through a network of acute hospitals, netcare 911 sites, cancer care centres, haematology centres, renal dialysis facilities, dialysis stations, point of care devices, mental health hospitals, primary health care facilities, and occupational health service contracts, as well as insurance products, and prepaid procedures and healthcare vouchers. Netcare Limited was incorporated in 1996 and is headquartered in Sandton, South Africa."
DTC,Information Technology Services,https://www.datatec.com,4.99,17.93,2.5,113.61,3.8,"Datatec Limited, together with its subsidiaries, provides information and communication technology (ICT) solutions and services in North America, Europe, the Asia-Pacific, Africa, and the Middle East. It operates through Westcon International, Logicalis International, and Logicalis Latin America segments. The company cyber security, network infrastructure, unified collaboration products, data centre solutions, and channel services, and financing/leasing solutions for ICT customers, as well as digital services. It also distributes security and networking products. Datatec Limited was founded in 1986 and is headquartered in Sandown, South Africa."
GND,Integrated Freight & Logistics,https://www.grindrod.com,1.7,13.0,21.09,31.84,19.1,"Grindrod Limited, together with its subsidiaries, engages in the logistics services business in the Middle East, Singapore, Asia, the Far East, Australia, South Africa, and Rest of Africa. The company operates through Ports and Terminals; Logistics; Group; Private Equity and Property; and Marine Fuels segments. It engages in the provision of logistics solution for mining, agricultural, new energy commodities and project cargo; import and export solutions; and financing, constructing, rehabilitating, operating, and maintaining the ports. The company also provides dry bulk services, such as storage, cargo flow management, ship loading or discharging, stevedoring, clearing and forwarding, stock management, and rail scheduling; and car terminal services, including terminal handling, stevedoring, tallying, inspection and vehicle surveys, preservation, storage and managing of project cargo, and other value-added services. In addition, it offers cross dock and bonded warehousing solutions comprising containerization of bulk commodities, empty and full container depots, sales of gensets to the reefer market, container packing and unpacking, cargo handling, storage and distribution, and customs services; container depot services storage and handling of empty marine containers, mechanical and structural container repairs, cold treatment preparation for reefer containers, warranty repairs on reefer equipment, washing and cleaning of containers, empty container transport, gassing of containers, CA preparations - STERI preparations, port monitoring / on-board monitoring, reefer services, parts sales, and bonded and duty paid warehousing; ships agency and marine technical services; clearing and forwarding; and border and project logistics. Further, the company provides rail freight broking and consultancy and rolling stock advice and maintenance; road haulage services; seafreight; and air freight solutions. The company was founded in 1910 and is based in Durban, South Africa."
OMN,Conglomerates,https://www.omnia.co.za,3.84,12.98,5.73,12.59,9.2,"Omnia Holdings Limited, together with its subsidiaries, research, develops, manufactures, and supplies chemicals, specialised services, and solutions for the agriculture, mining, and chemicals application industries in South Africa, rest of Africa, and internationally. It operates through Agriculture RSA, Agriculture Rest of Africa, Agriculture International, Mining RSA, Mining International, and Chemicals segments. The company manufactures and trades in granular, liquid, and specialty fertilizers; humates and other biostimulants; and fulvates, kelp, microbial products. It also offers trace elements and plant health products to enhance crop health, yields, and soil health; and value-added services and solutions, as well as supplies raw materials and manufactured goods. In addition, the company provides blasting agents, bulk emulsion, and blended bulk explosives; AXXIS, an electronic detonator system and software; mining chemicals; and offers SHEQ-related services. It serves commercial and small-scale farmers, co-operatives, and other corporate clients; retail customers and government support programmes; and water, agriculture, industrial, and life sciences sectors. Omnia Holdings Limited was founded in 1953 and is based in Sandton, South Africa."
MTH,Auto & Truck Dealerships,https://www.motus.co.za,6.31,14.83,2.56,115.22,-1.0,"Motus Holdings Limited provides automotive mobility solutions and vehicle-related products and services in South Africa, the United Kingdom, Australia, and Asia. The company operates Import and Distribution; Retail and Rental; Mobility Solutions; and Aftermarket Parts segments. It imports and distributes passenger and light commercial vehicles (LCVs), and parts to a network of dealerships, vehicle rental companies, fleets, and government institutions; retails new and pre-owned passenger and commercial vehicles; sells parts and accessories; rental of passenger vehicles and LCVs; provides servicing and maintenance of vehicles; and provides treasury management, fleet management, telemetry, and business process outsourcing services. The company also distributes, wholesales, and retails parts and accessories for out-of-warranty vehicles; and develops, administers, and distributes vehicle-related financial products and services, as well as act as an agent and on-sellers of VAPS and vehicle finance for mobility solutions and other third-party product providers. Motus Holdings Limited was founded in 1948 and is based in Bedfordview, South Africa."
LTE,Real Estate Services,https://www.lighthouse.mt,6.62,10.53,61.24,71.42,10.9,"Lighthouse Properties p.l.c. engages in property investments and operations business in Spain, Portugal, and France. Its property portfolio includes retail assets. The company invests in dominant and defensive malls, enhances property value through redevelopment and refurbishment, attracts and retains top-tier tenants, and builds strong stakeholder engagement. The company was formerly known as Lighthouse Capital Limited and changed its name to Lighthouse Properties p.l.c. in December 2021. Lighthouse Properties p.l.c. was incorporated in 2014 and is based in Sliema, Malta."
